QouteText,is_legal
"Ownership: Abine Inc.  remains the owner of all right, title, and interest in and to the software and associated intellectual property rights subject only to the specific license provided here.",1
Sync: MaskMe & MaskMe Mobile's sync option (MaskMe Premium) stores data either anonymously or in an encrypted form on Abine servers.,1
"These service providers will have access to some of your data only to process it, but they'll never own or share it with anyone else.",1
"Although we make reasonable efforts to secure our data storage, Abine does not warrant that customer information that you store in MaskMe & MaskMe Mobile will not be stolen or unlawfully accessed by third parties.",1
License for MaskMe & MaskMe Mobile PREMIUM MaskMe & MaskMe Mobile Premium is defined as MaskMe for which you paid Abine or used a coupon code as substitute payment.,1
"License: You are hereby granted a non-exclusive, non-transferable, non-sublicensable limited license to use the software (in object code form only) for non-commercial uses consistent with the description of the software we provided with it, the remainder of this Agreement, our Privacy Policy, and our Terms of Service.",1
License for MaskMe & MaskMe Mobile FREE MaskMe & MaskMe Mobile Free is defined as MaskMe for which you did not pay Abine.,1
"You may not remove any product identification, copyright notices, or other proprietary restrictions from Abine.",1
"This license will terminate automatically if you fail to comply with any provision stated herein, and we may terminate this license manually if we learn of any prohibited uses of the software: You may not copy, adapt, alter, modify, translate, or create derivative works of the Software without our written authorization, which we may withhold in our sole discretion for any reason.",1
Blur Mobile will appear as a separate application for your mobile device.,1
"Note that Blur is a browser add-on, not a traditional program, so it will not appear in your computer's list of programs.",1
You may uninstall Blur (formerly DoNotTrackMe) or Blur Mobile (formerly DoNotTrackMe Mobile) Premium by going to your browser's preferences and disabling or deleting it.,1
You may terminate this Agreement at any time by uninstalling Blur or Blur Mobile Premium and deleting its files.,1
This license is effective until either party terminates it.,1
Termination: This Agreement shall immediately terminate upon any breach of its terms.,1
Please note that you can cancel your Blur or Blur Mobile Premium subscription at any time; the refund only applies to the initial 14 days following your original purchase.,1
